steps,episodes,total reward
10000,188,15.0
20000,409,31.0
30000,676,54.0
40000,868,41.0
50000,1135,87.0
60000,1349,33.0
70000,1612,93.0
80000,1882,95.0
90000,2144,96.0
100000,2423,96.0
