steps,total reward,episodes
10000,16.0,196
20000,26.0,458
30000,64.0,777
40000,62.0,1069
50000,63.0,1369
60000,58.0,1646
70000,77.0,1958
80000,69.0,2246
90000,98.0,2610
100000,96.0,2953
