steps,episodes,total reward
10000,137,4.0
20000,292,70.0
30000,535,168.0
40000,952,349.0
50000,1365,342.0
60000,1782,346.0
70000,2191,346.0
80000,2603,339.0
90000,3011,332.0
100000,3418,329.0
