total reward,episodes,steps
0.0,233,10000
6.0,381,20000
16.0,505,30000
15.0,632,40000
18.0,750,50000
18.0,868,60000
25.0,998,70000
38.0,1148,80000
46.0,1283,90000
93.0,1485,100000
