episodes,steps,total reward
115,10000,9.0
205,20000,21.0
296,30000,32.0
396,40000,48.0
668,50000,196.0
1052,60000,319.0
1451,70000,312.0
1866,80000,335.0
2280,90000,328.0
2706,100000,343.0
