total reward,steps,episodes
2.0,10000,2
2.0,20000,4
1.0,30000,5
2.0,40000,7
1.0,50000,8
2.0,60000,10
1.0,70000,11
1.0,80000,12
3.0,90000,15
2.0,100000,17
2.0,110000,19
1.0,120000,20
3.0,130000,23
2.0,140000,25
1.0,150000,26
2.0,160000,28
2.0,170000,30
1.0,180000,31
3.0,190000,34
2.0,200000,36
1.0,210000,37
4.0,220000,41
3.0,230000,44
2.0,240000,46
2.0,250000,48
2.0,260000,50
2.0,270000,52
1.0,280000,53
5.0,290000,58
2.0,300000,60
2.0,310000,62
2.0,320000,64
4.0,330000,68
3.0,340000,71
1.0,350000,72
2.0,360000,74
2.0,370000,76
3.0,380000,79
2.0,390000,81
4.0,400000,85
3.0,410000,88
3.0,420000,91
3.0,430000,94
3.0,440000,97
3.0,450000,100
1.0,460000,101
5.0,470000,106
3.0,480000,109
3.0,490000,112
4.0,500000,116
2.0,510000,118
4.0,520000,122
3.0,530000,125
1.0,540000,126
2.0,550000,128
2.0,560000,130
3.0,570000,133
2.0,580000,135
2.0,590000,137
2.0,600000,139
2.0,610000,141
6.0,620000,147
3.0,630000,150
3.0,640000,153
2.0,650000,155
3.0,660000,158
3.0,670000,161
3.0,680000,164
3.0,690000,167
5.0,700000,172
4.0,710000,176
5.0,720000,181
3.0,730000,184
3.0,740000,187
3.0,750000,190
2.0,760000,192
3.0,770000,195
3.0,780000,198
3.0,790000,201
2.0,800000,203
2.0,810000,205
4.0,820000,209
5.0,830000,214
3.0,840000,217
3.0,850000,220
4.0,860000,224
1.0,870000,225
3.0,880000,228
3.0,890000,231
2.0,900000,233
6.0,910000,239
3.0,920000,242
4.0,930000,246
3.0,940000,249
2.0,950000,251
4.0,960000,255
2.0,970000,257
4.0,980000,261
3.0,990000,264
3.0,1000000,267
3.0,1010000,270
3.0,1020000,273
2.0,1030000,275
3.0,1040000,278
3.0,1050000,281
4.0,1060000,285
4.0,1070000,289
2.0,1080000,291
4.0,1090000,295
3.0,1100000,298
2.0,1110000,300
5.0,1120000,305
4.0,1130000,309
2.0,1140000,311
5.0,1150000,316
3.0,1160000,319
3.0,1170000,322
4.0,1180000,326
4.0,1190000,330
4.0,1200000,334
4.0,1210000,338
3.0,1220000,341
3.0,1230000,344
5.0,1240000,349
5.0,1250000,354
4.0,1260000,358
2.0,1270000,360
4.0,1280000,364
5.0,1290000,369
2.0,1300000,371
5.0,1310000,376
4.0,1320000,380
5.0,1330000,385
4.0,1340000,389
6.0,1350000,395
5.0,1360000,400
3.0,1370000,403
3.0,1380000,406
5.0,1390000,411
4.0,1400000,415
5.0,1410000,420
5.0,1420000,425
4.0,1430000,429
4.0,1440000,433
5.0,1450000,438
3.0,1460000,441
5.0,1470000,446
6.0,1480000,452
4.0,1490000,456
6.0,1500000,462
5.0,1510000,467
5.0,1520000,472
5.0,1530000,477
5.0,1540000,482
3.0,1550000,485
4.0,1560000,489
5.0,1570000,494
9.0,1580000,503
5.0,1590000,508
8.0,1600000,516
5.0,1610000,521
6.0,1620000,527
6.0,1630000,533
7.0,1640000,540
9.0,1650000,549
6.0,1660000,555
5.0,1670000,560
6.0,1680000,566
3.0,1690000,569
9.0,1700000,578
7.0,1710000,585
7.0,1720000,592
8.0,1730000,600
7.0,1740000,607
8.0,1750000,615
8.0,1760000,623
9.0,1770000,632
8.0,1780000,640
9.0,1790000,649
7.0,1800000,656
5.0,1810000,661
10.0,1820000,671
7.0,1830000,678
9.0,1840000,687
11.0,1850000,698
5.0,1860000,703
10.0,1870000,713
10.0,1880000,723
10.0,1890000,733
9.0,1900000,742
13.0,1910000,755
9.0,1920000,764
11.0,1930000,775
14.0,1940000,789
12.0,1950000,801
10.0,1960000,811
15.0,1970000,826
8.0,1980000,834
9.0,1990000,843
14.0,2000000,857
