steps,episodes,total reward
10000,216,10.0
20000,475,15.0
30000,739,30.0
40000,1052,33.0
50000,1454,60.0
60000,1846,55.0
70000,2260,58.0
80000,2622,57.0
90000,3010,56.0
100000,3360,57.0
