steps,total reward,episodes
10000,18.0,88
20000,207.0,364
30000,345.0,818
40000,359.0,1270
50000,359.0,1724
60000,368.0,2169
70000,369.0,2620
80000,364.0,3076
90000,371.0,3537
100000,363.0,3994
