steps,total reward,episodes
10000,12.0,113
20000,19.0,199
30000,28.0,289
40000,43.0,399
50000,186.0,665
60000,290.0,1043
70000,333.0,1445
80000,349.0,1855
90000,345.0,2275
100000,333.0,2710
