total reward,episodes,steps
2.0,2,10000
0.0,2,20000
1.0,3,30000
0.0,3,40000
1.0,4,50000
0.0,4,60000
1.0,5,70000
0.0,5,80000
0.0,5,90000
1.0,6,100000
0.0,6,110000
0.0,6,120000
1.0,7,130000
1.0,8,140000
0.0,8,150000
1.0,9,160000
0.0,9,170000
0.0,9,180000
0.0,9,190000
0.0,9,200000
0.0,9,210000
0.0,9,220000
2.0,11,230000
0.0,11,240000
2.0,13,250000
0.0,13,260000
1.0,14,270000
1.0,15,280000
0.0,15,290000
3.0,18,300000
0.0,18,310000
1.0,19,320000
4.0,23,330000
3.0,26,340000
8.0,34,350000
13.0,47,360000
23.0,70,370000
23.0,93,380000
30.0,123,390000
31.0,154,400000
44.0,198,410000
53.0,251,420000
47.0,298,430000
71.0,369,440000
78.0,447,450000
86.0,533,460000
99.0,632,470000
111.0,743,480000
122.0,865,490000
124.0,989,500000
124.0,1113,510000
137.0,1250,520000
136.0,1386,530000
136.0,1522,540000
136.0,1658,550000
129.0,1787,560000
140.0,1927,570000
147.0,2074,580000
143.0,2217,590000
134.0,2351,600000
135.0,2486,610000
141.0,2627,620000
147.0,2774,630000
142.0,2916,640000
145.0,3061,650000
146.0,3207,660000
147.0,3354,670000
147.0,3501,680000
142.0,3643,690000
146.0,3789,700000
146.0,3935,710000
146.0,4081,720000
145.0,4226,730000
148.0,4374,740000
146.0,4520,750000
140.0,4660,760000
147.0,4807,770000
131.0,4938,780000
136.0,5074,790000
146.0,5220,800000
137.0,5357,810000
136.0,5493,820000
147.0,5640,830000
145.0,5785,840000
147.0,5932,850000
146.0,6078,860000
137.0,6215,870000
144.0,6359,880000
143.0,6502,890000
146.0,6648,900000
148.0,6796,910000
146.0,6942,920000
145.0,7087,930000
147.0,7234,940000
146.0,7380,950000
140.0,7520,960000
144.0,7664,970000
146.0,7810,980000
147.0,7957,990000
144.0,8101,1000000
140.0,8241,1010000
144.0,8385,1020000
146.0,8531,1030000
144.0,8675,1040000
145.0,8820,1050000
146.0,8966,1060000
147.0,9113,1070000
147.0,9260,1080000
143.0,9403,1090000
146.0,9549,1100000
147.0,9696,1110000
149.0,9845,1120000
146.0,9991,1130000
141.0,10132,1140000
148.0,10280,1150000
147.0,10427,1160000
140.0,10567,1170000
145.0,10712,1180000
146.0,10858,1190000
147.0,11005,1200000
146.0,11151,1210000
146.0,11297,1220000
146.0,11443,1230000
143.0,11586,1240000
149.0,11735,1250000
146.0,11881,1260000
148.0,12029,1270000
145.0,12174,1280000
145.0,12319,1290000
146.0,12465,1300000
145.0,12610,1310000
143.0,12753,1320000
144.0,12897,1330000
144.0,13041,1340000
147.0,13188,1350000
145.0,13333,1360000
146.0,13479,1370000
146.0,13625,1380000
143.0,13768,1390000
144.0,13912,1400000
143.0,14055,1410000
146.0,14201,1420000
147.0,14348,1430000
147.0,14495,1440000
141.0,14636,1450000
142.0,14778,1460000
148.0,14926,1470000
145.0,15071,1480000
148.0,15219,1490000
147.0,15366,1500000
147.0,15513,1510000
144.0,15657,1520000
147.0,15804,1530000
147.0,15951,1540000
145.0,16096,1550000
146.0,16242,1560000
147.0,16389,1570000
143.0,16532,1580000
146.0,16678,1590000
145.0,16823,1600000
146.0,16969,1610000
148.0,17117,1620000
145.0,17262,1630000
147.0,17409,1640000
147.0,17555,1650000
145.0,17700,1660000
146.0,17847,1670000
146.0,17993,1680000
146.0,18138,1690000
145.0,18284,1700000
147.0,18431,1710000
146.0,18577,1720000
145.0,18722,1730000
148.0,18870,1740000
145.0,19015,1750000
147.0,19162,1760000
146.0,19308,1770000
147.0,19455,1780000
146.0,19601,1790000
148.0,19749,1800000
147.0,19896,1810000
147.0,20043,1820000
141.0,20184,1830000
145.0,20329,1840000
149.0,20478,1850000
145.0,20623,1860000
146.0,20769,1870000
146.0,20915,1880000
146.0,21061,1890000
146.0,21207,1900000
146.0,21353,1910000
145.0,21498,1920000
142.0,21640,1930000
145.0,21785,1940000
148.0,21933,1950000
146.0,22079,1960000
147.0,22226,1970000
144.0,22370,1980000
144.0,22514,1990000
144.0,22658,2000000
