steps,episodes,total reward
10000,229,1.0
20000,381,3.0
30000,507,14.0
40000,655,27.0
50000,811,50.0
60000,1013,91.0
70000,1237,112.0
80000,1457,118.0
90000,1675,115.0
100000,1927,141.0
