episodes,steps,total reward
139,10000,1.0
247,20000,1.0
361,30000,5.0
516,40000,34.0
667,50000,36.0
767,60000,8.0
903,70000,51.0
1078,80000,71.0
1289,90000,95.0
1449,100000,69.0
