steps,total reward,episodes
10000,31.0,308
20000,23.0,511
30000,14.0,738
40000,26.0,955
50000,29.0,1154
60000,29.0,1439
70000,17.0,1657
80000,21.0,1867
90000,21.0,2101
100000,23.0,2319
