steps,episodes,total reward
10000,210,12.0
20000,478,21.0
30000,788,27.0
40000,1154,40.0
50000,1526,49.0
60000,1914,45.0
70000,2320,55.0
80000,2816,61.0
90000,3314,74.0
100000,3763,63.0
