episodes,steps,total reward
202,10000,19.0
407,20000,15.0
650,30000,16.0
928,40000,42.0
1177,50000,50.0
1430,60000,59.0
1659,70000,58.0
1897,80000,62.0
2190,90000,85.0
2436,100000,63.0
