episodes,steps,total reward
147,10000,18.730000000000004
449,20000,107.06999999999971
929,30000,192.15000000000043
1396,40000,187.23000000000036
1881,50000,190.08000000000038
2368,60000,203.19000000000062
2861,70000,194.04000000000065
3350,80000,187.01000000000042
3817,90000,183.1900000000004
4311,100000,177.87000000000046
