episodes,steps,total reward
112,10000,11.0
252,20000,19.0
395,30000,21.0
559,40000,38.0
697,50000,36.0
889,60000,70.0
1106,70000,99.0
1316,80000,113.0
1598,90000,170.0
1795,100000,98.0
