total reward,episodes,steps
-1.2100000000000009,121,10000
-0.7200000000000004,193,20000
-0.7600000000000005,269,30000
-0.7700000000000005,346,40000
-0.46000000000000024,392,50000
-0.49000000000000027,441,60000
-0.6600000000000004,507,70000
-0.5300000000000002,560,80000
-0.6300000000000003,623,90000
-0.5300000000000002,676,100000
