steps,episodes,total reward
10000,117,9.0
20000,217,28.0
30000,439,141.0
40000,840,327.0
50000,1250,329.0
60000,1657,325.0
70000,2079,333.0
80000,2505,344.0
90000,2931,349.0
100000,3361,340.0
