total reward,episodes,steps
1.0,1,10000
1.0,2,20000
1.0,3,30000
2.0,5,40000
1.0,6,50000
0.0,6,60000
1.0,7,70000
0.0,7,80000
2.0,9,90000
1.0,10,100000
2.0,12,110000
1.0,13,120000
2.0,15,130000
2.0,17,140000
3.0,20,150000
2.0,22,160000
3.0,25,170000
2.0,27,180000
2.0,29,190000
1.0,30,200000
5.0,35,210000
3.0,38,220000
4.0,42,230000
5.0,47,240000
3.0,50,250000
4.0,54,260000
2.0,56,270000
5.0,61,280000
5.0,66,290000
4.0,70,300000
5.0,75,310000
6.0,81,320000
5.0,86,330000
7.0,93,340000
4.0,97,350000
9.0,106,360000
7.0,113,370000
6.0,119,380000
5.0,124,390000
9.0,133,400000
9.0,142,410000
10.0,152,420000
10.0,162,430000
11.0,173,440000
8.0,181,450000
10.0,191,460000
13.0,204,470000
17.0,221,480000
15.0,236,490000
16.0,252,500000
16.0,268,510000
19.0,287,520000
19.0,306,530000
25.0,331,540000
27.0,358,550000
22.0,380,560000
32.0,412,570000
44.0,456,580000
37.0,493,590000
49.0,542,600000
52.0,594,610000
46.0,640,620000
54.0,694,630000
76.0,770,640000
70.0,840,650000
68.0,908,660000
80.0,988,670000
90.0,1078,680000
97.0,1175,690000
122.0,1297,700000
130.0,1427,710000
148.0,1575,720000
154.0,1729,730000
136.0,1865,740000
149.0,2014,750000
145.0,2159,760000
154.0,2313,770000
156.0,2469,780000
161.0,2630,790000
155.0,2785,800000
160.0,2945,810000
151.0,3096,820000
160.0,3256,830000
164.0,3420,840000
164.0,3584,850000
164.0,3748,860000
160.0,3908,870000
159.0,4067,880000
164.0,4231,890000
161.0,4392,900000
163.0,4555,910000
164.0,4719,920000
163.0,4882,930000
163.0,5044,940000
163.0,5208,950000
157.0,5365,960000
164.0,5529,970000
163.0,5692,980000
164.0,5856,990000
161.0,6017,1000000
163.0,6180,1010000
163.0,6343,1020000
164.0,6507,1030000
162.0,6669,1040000
160.0,6829,1050000
160.0,6989,1060000
157.0,7146,1070000
162.0,7308,1080000
161.0,7469,1090000
163.0,7632,1100000
164.0,7795,1110000
164.0,7960,1120000
163.0,8123,1130000
164.0,8287,1140000
164.0,8451,1150000
163.0,8614,1160000
163.0,8777,1170000
161.0,8938,1180000
162.0,9100,1190000
162.0,9262,1200000
164.0,9426,1210000
163.0,9589,1220000
164.0,9753,1230000
160.0,9913,1240000
163.0,10076,1250000
161.0,10237,1260000
164.0,10401,1270000
165.0,10566,1280000
162.0,10728,1290000
164.0,10892,1300000
164.0,11056,1310000
165.0,11221,1320000
164.0,11385,1330000
165.0,11550,1340000
165.0,11715,1350000
161.0,11876,1360000
163.0,12039,1370000
165.0,12204,1380000
165.0,12369,1390000
165.0,12534,1400000
163.0,12697,1410000
163.0,12860,1420000
164.0,13024,1430000
164.0,13188,1440000
164.0,13352,1450000
164.0,13516,1460000
163.0,13679,1470000
163.0,13842,1480000
163.0,14005,1490000
163.0,14168,1500000
163.0,14331,1510000
164.0,14495,1520000
163.0,14658,1530000
162.0,14820,1540000
166.0,14986,1550000
162.0,15148,1560000
164.0,15312,1570000
164.0,15476,1580000
163.0,15639,1590000
164.0,15803,1600000
163.0,15966,1610000
163.0,16129,1620000
166.0,16295,1630000
163.0,16458,1640000
165.0,16623,1650000
162.0,16785,1660000
163.0,16948,1670000
165.0,17113,1680000
164.0,17277,1690000
164.0,17441,1700000
165.0,17606,1710000
164.0,17770,1720000
164.0,17934,1730000
162.0,18096,1740000
162.0,18258,1750000
163.0,18421,1760000
162.0,18583,1770000
163.0,18746,1780000
166.0,18912,1790000
162.0,19074,1800000
165.0,19239,1810000
162.0,19401,1820000
164.0,19565,1830000
164.0,19729,1840000
164.0,19893,1850000
162.0,20055,1860000
164.0,20219,1870000
165.0,20384,1880000
164.0,20548,1890000
163.0,20711,1900000
164.0,20875,1910000
164.0,21039,1920000
163.0,21202,1930000
163.0,21365,1940000
165.0,21530,1950000
164.0,21694,1960000
160.0,21854,1970000
164.0,22018,1980000
163.0,22181,1990000
163.0,22344,2000000
