steps,total reward,episodes
10000,27.0,148
20000,56.0,347
30000,68.0,561
40000,55.0,760
50000,61.0,986
60000,52.0,1154
70000,81.0,1384
80000,47.0,1561
90000,48.0,1740
100000,92.0,2016
