total reward,steps,episodes
24.0,10000,292
22.0,20000,492
15.0,30000,724
18.0,40000,918
25.0,50000,1155
18.0,60000,1401
23.0,70000,1624
43.0,80000,1864
42.0,90000,2111
36.0,100000,2334
