total reward,episodes,steps
35.0,143,10000
42.0,324,20000
42.0,497,30000
55.0,663,40000
52.0,842,50000
81.0,1070,60000
85.0,1290,70000
75.0,1475,80000
78.0,1680,90000
55.0,1871,100000
