episodes,steps,total reward
96,10000,29.0
218,20000,62.0
598,30000,307.0
1069,40000,388.0
1556,50000,394.0
2025,60000,396.0
2494,70000,400.0
2988,80000,384.0
3471,90000,388.0
3957,100000,394.0
