total reward,steps,episodes
5.0,10000,5
0.0,20000,5
0.0,30000,5
0.0,40000,5
2.0,50000,7
1.0,60000,8
0.0,70000,8
3.0,80000,11
1.0,90000,12
2.0,100000,14
1.0,110000,15
0.0,120000,15
0.0,130000,15
1.0,140000,16
1.0,150000,17
1.0,160000,18
0.0,170000,18
2.0,180000,20
3.0,190000,23
2.0,200000,25
0.0,210000,25
0.0,220000,25
0.0,230000,25
0.0,240000,25
1.0,250000,26
1.0,260000,27
0.0,270000,27
0.0,280000,27
3.0,290000,30
5.0,300000,35
10.0,310000,45
6.0,320000,51
6.0,330000,57
18.0,340000,75
12.0,350000,87
10.0,360000,97
24.0,370000,121
36.0,380000,157
41.0,390000,198
53.0,400000,251
46.0,410000,297
59.0,420000,356
61.0,430000,417
61.0,440000,478
80.0,450000,558
109.0,460000,667
100.0,470000,767
108.0,480000,875
100.0,490000,975
131.0,500000,1106
112.0,510000,1218
140.0,520000,1358
127.0,530000,1485
140.0,540000,1625
142.0,550000,1767
140.0,560000,1907
168.0,570000,2075
142.0,580000,2217
131.0,590000,2348
167.0,600000,2515
153.0,610000,2668
169.0,620000,2837
150.0,630000,2987
150.0,640000,3137
176.0,650000,3313
146.0,660000,3459
166.0,670000,3625
176.0,680000,3801
166.0,690000,3967
138.0,700000,4105
188.0,710000,4293
154.0,720000,4447
183.0,730000,4630
190.0,740000,4820
169.0,750000,4989
175.0,760000,5164
178.0,770000,5342
181.0,780000,5523
166.0,790000,5689
162.0,800000,5851
156.0,810000,6007
170.0,820000,6177
160.0,830000,6337
169.0,840000,6506
191.0,850000,6697
190.0,860000,6886
190.0,870000,7077
180.0,880000,7257
188.0,890000,7445
168.0,900000,7613
174.0,910000,7787
174.0,920000,7960
173.0,930000,8134
186.0,940000,8320
184.0,950000,8504
189.0,960000,8693
192.0,970000,8885
192.0,980000,9077
180.0,990000,9257
176.0,1000000,9433
187.0,1010000,9620
193.0,1020000,9813
185.0,1030000,9998
188.0,1040000,10186
182.0,1050000,10368
179.0,1060000,10547
173.0,1070000,10720
170.0,1080000,10890
177.0,1090000,11067
190.0,1100000,11257
188.0,1110000,11445
190.0,1120000,11635
192.0,1130000,11827
192.0,1140000,12019
189.0,1150000,12208
191.0,1160000,12399
190.0,1170000,12589
180.0,1180000,12769
193.0,1190000,12962
166.0,1200000,13128
192.0,1210000,13320
195.0,1220000,13515
181.0,1230000,13696
179.0,1240000,13875
192.0,1250000,14067
190.0,1260000,14257
188.0,1270000,14445
178.0,1280000,14623
191.0,1290000,14814
191.0,1300000,15005
192.0,1310000,15197
190.0,1320000,15387
190.0,1330000,15577
186.0,1340000,15763
195.0,1350000,15958
191.0,1360000,16149
192.0,1370000,16341
185.0,1380000,16526
191.0,1390000,16717
191.0,1400000,16908
190.0,1410000,17098
176.0,1420000,17274
184.0,1430000,17458
190.0,1440000,17647
190.0,1450000,17838
195.0,1460000,18033
191.0,1470000,18224
188.0,1480000,18412
192.0,1490000,18604
194.0,1500000,18798
193.0,1510000,18991
187.0,1520000,19178
195.0,1530000,19373
192.0,1540000,19565
176.0,1550000,19741
193.0,1560000,19934
171.0,1570000,20105
191.0,1580000,20296
183.0,1590000,20479
184.0,1600000,20663
190.0,1610000,20853
191.0,1620000,21044
190.0,1630000,21234
182.0,1640000,21416
189.0,1650000,21605
189.0,1660000,21794
191.0,1670000,21985
187.0,1680000,22172
191.0,1690000,22363
186.0,1700000,22549
169.0,1710000,22718
195.0,1720000,22912
191.0,1730000,23104
191.0,1740000,23295
189.0,1750000,23484
190.0,1760000,23674
184.0,1770000,23858
190.0,1780000,24048
194.0,1790000,24242
191.0,1800000,24433
191.0,1810000,24623
185.0,1820000,24809
195.0,1830000,25004
183.0,1840000,25187
190.0,1850000,25377
190.0,1860000,25567
190.0,1870000,25757
192.0,1880000,25949
195.0,1890000,26144
193.0,1900000,26337
196.0,1910000,26533
189.0,1920000,26722
192.0,1930000,26914
191.0,1940000,27105
188.0,1950000,27293
187.0,1960000,27480
192.0,1970000,27672
192.0,1980000,27864
191.0,1990000,28055
190.0,2000000,28245
