steps,total reward,episodes
10000,16.770000000000007,141
20000,115.17999999999964,440
30000,176.06000000000023,913
40000,195.14000000000055,1397
50000,193.28000000000046,1865
60000,196.1900000000004,2345
70000,202.13000000000056,2837
80000,185.1200000000004,3313
90000,182.0000000000003,3798
100000,201.12000000000072,4289
