episodes,steps,total reward
209,10000,8.0
454,20000,10.0
741,30000,26.0
1028,40000,22.0
1316,50000,30.0
1690,60000,48.0
2057,70000,55.0
2409,80000,43.0
2762,90000,55.0
3128,100000,72.0
