steps,episodes,total reward
10000,175,0.0
20000,308,0.0
30000,447,0.0
40000,552,0.0
50000,685,5.0
60000,794,4.0
70000,916,9.0
80000,1015,8.0
90000,1131,5.0
100000,1248,10.0
