total reward,episodes,steps
-0.7600000000000005,76,10000
-0.5600000000000003,132,20000
-0.47000000000000025,179,30000
-0.5200000000000002,231,40000
-0.46000000000000024,277,50000
-0.38000000000000017,315,60000
-0.5200000000000002,367,70000
-0.34000000000000014,401,80000
-0.5200000000000002,453,90000
-0.4200000000000002,495,100000
