total reward,episodes,steps
0.0,179,10000
0.0,313,20000
1.0,438,30000
0.0,564,40000
6.0,689,50000
3.0,818,60000
9.0,933,70000
6.0,1042,80000
8.0,1150,90000
8.0,1271,100000
