steps,total reward,episodes
10000,4.0,170
20000,14.0,342
30000,20.0,511
40000,22.0,666
50000,41.0,871
60000,72.0,1117
70000,65.0,1365
80000,80.0,1600
90000,57.0,1812
100000,67.0,2032
