episodes,total reward,steps
179,14.0,10000
398,69.0,20000
652,110.0,30000
921,89.0,40000
1224,150.0,50000
1478,102.0,60000
1759,133.0,70000
2066,175.0,80000
2336,118.0,90000
2573,89.0,100000
