steps,total reward,episodes
10000,10.0,141
20000,161.0,398
30000,255.0,736
40000,293.0,1088
50000,290.0,1451
60000,285.0,1810
70000,276.0,2147
80000,290.0,2508
90000,286.0,2862
100000,288.0,3229
