episodes,total reward,steps
277,28.0,10000
481,19.0,20000
697,26.0,30000
909,29.0,40000
1127,30.0,50000
1339,36.0,60000
1585,29.0,70000
1790,18.0,80000
2023,30.0,90000
2261,26.0,100000
