steps,total reward,episodes
10000,16.0,119
20000,17.0,231
30000,30.0,406
40000,61.0,575
50000,68.0,746
60000,50.0,917
70000,64.0,1070
80000,129.0,1288
90000,75.0,1477
100000,121.0,1692
