episodes,total reward,steps
159,2.0,10000
313,3.0,20000
480,6.0,30000
647,2.0,40000
827,9.0,50000
955,6.0,60000
1082,13.0,70000
1208,8.0,80000
1380,10.0,90000
1524,21.0,100000
