episodes,total reward,steps
189,45.0,10000
413,75.0,20000
706,127.0,30000
1011,151.0,40000
1318,162.0,50000
1618,164.0,60000
1881,136.0,70000
2198,188.0,80000
2506,164.0,90000
2833,198.0,100000
