episodes,steps,total reward
138,10000,7.0
408,20000,182.0
758,30000,275.0
1114,40000,272.0
1453,50000,267.0
1799,60000,274.0
2186,70000,303.0
2557,80000,302.0
2901,90000,277.0
3261,100000,273.0
