total reward,steps,episodes
1.0,10000,134
8.0,20000,240
171.0,30000,495
224.0,40000,811
223.0,50000,1125
240.0,60000,1436
245.0,70000,1762
231.0,80000,2079
230.0,90000,2391
228.0,100000,2704
