episodes,total reward,steps
82,-0.8200000000000005,10000
140,-0.5800000000000003,20000
195,-0.5500000000000003,30000
263,-0.6800000000000004,40000
315,-0.5200000000000002,50000
372,-0.5700000000000003,60000
429,-0.5700000000000003,70000
473,-0.4400000000000002,80000
527,-0.5400000000000003,90000
576,-0.49000000000000027,100000
