"step (in thousands)"	"25th percentile"	"median"	"75th percentile"	"means"
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0.0024	7e-04	0.0012
0	6e-04	6e-04	0.0013	0.0038
0	5e-04	0.0012	0.000399999999999999	0.0069
0	0.0012	0.0014	0.0011	0.0097
0	0.000900000000000001	6e-04	0.0011	0.0117
0	0.0012	5e-04	0.000699999999999999	0.01435
0	0.0016	9.99999999999994e-05	0.000700000000000003	0.01795
0	0.000800000000000002	0.000199999999999999	0.000799999999999999	0.0214
0	6e-04	0.0015	0.000699999999999999	0.02535
0	0.000899999999999998	9.99999999999994e-05	0.000199999999999999	0.02885
0	-0.000399999999999998	5e-04	0.0012	0.03305
0	0.000100000000000003	0.000800000000000002	0.000699999999999999	0.036
0	-0.000900000000000005	5e-04	0.000699999999999999	0.03925
0	-0.000899999999999998	-9.99999999999959e-05	9.99999999999959e-05	0.04105
0	-0.0016	-0.000800000000000002	0	0.0427
0	-0.001	-0.0015	0.000400000000000005	0.04455
0	-0.000599999999999996	-0.000400000000000005	0.000600000000000003	0.0454
0	5e-04	0.000200000000000006	-0.0011	0.0475
0	0.0014	-0.0014	-5e-04	0.0492
0	0.0012	0.000300000000000002	-5e-04	0.05095
0	0.000399999999999998	-0.000599999999999996	-0.000199999999999999	0.0537
0	-0.0025	-0.0024	-0.0033	0.0552
0	-0.0021	-0.0017	-0.0028	0.05755
0	-0.001	-0.00319999999999999	-0.00270000000000001	0.0603
0	-0.00310000000000001	-0.0043	-0.000600000000000003	0.06275
0	-0.0039	-0.0033	-0.0045	0.06575
0	-5e-04	-0.0038	-0.0039	0.0692
0	-0.0033	-0.00319999999999999	-0.000399999999999998	0.0738
0	-0.0024	-0.0044	-0.00209999999999999	0.0777
0	-0.00460000000000001	-0.0034	-0.00220000000000001	0.0854
0	-0.0045	0	5e-04	0.0922
0	-0.0055	-0.0033	-0.00120000000000001	0.09955
0	0.00130000000000001	0.000399999999999998	0.00109999999999999	0.1106
0	-0.003	0.00270000000000001	0.000699999999999978	0.12275
0	0.00520000000000001	0.00439999999999999	0.00220000000000001	0.1359
0	0	0.00440000000000002	0.00510000000000002	0.1517
0	0.00699999999999998	0.00189999999999999	0.00260000000000002	0.17275
0	0.000299999999999995	0.00390000000000001	0.00380000000000003	0.20465
0	0.00610000000000002	0.001	0.0045	0.2539
0	0.022	0.0025	0.01	0.31525
0	0.0131	0.0175	0.0103	0.38225
0	0.0189	0.0259	0.00430000000000008	0.48205
0	0.0217000000000001	0.0314	0.0183	0.6657
0	0.0132	0.0147999999999999	0.00800000000000001	0.8338
0	0.00800000000000001	-9.9999999999989e-05	0.000599999999999934	0.90965
0	0.00959999999999994	-0.00220000000000009	0.00739999999999996	0.9471
0	-0.00109999999999999	-0.00139999999999996	-0.000699999999999923	0.9519
0	-0.0133	-0.0144	-0.00529999999999997	0.9474
0	-0.00850000000000006	0.00229999999999997	-0.014	0.95025
0	-0.0228	-0.00140000000000007	-0.0177999999999999	0.9587
0	0.011	0.00729999999999997	-0.00579999999999992	0.96485
0	-0.0058999999999999	-0.0115999999999999	0.00719999999999987	0.9684
0	-0.0114000000000001	0.00439999999999996	-0.00360000000000005	0.9619
0	-0.0286	-0.005	-0.00740000000000007	0.9715
0	0.000400000000000067	-0.00329999999999997	0.00219999999999998	0.97555
0	-0.004	0.00919999999999999	-0.0155	0.9645
0	-0.00739999999999996	0.00619999999999998	0.0106999999999999	0.9706
0	-0.000300000000000078	-0.00329999999999997	0.00910000000000011	0.97505
0	-0.00329999999999997	-0.000600000000000045	0.0281	0.9801
0	0.0185000000000001	0.0355	0.0317999999999999	0.98135
0	0.0134	0.0125999999999999	0.0157999999999998	0.9818
0	0.0021000000000001	0.0217000000000001	0.000699999999999923	0.98375
0	0.00560000000000005	0.0249	0.00930000000000009	0.98655
0	0.00690000000000002	0.004	0.00429999999999997	0.9792
0	0.00620000000000009	0.0150999999999999	0.0159	0.99295
0	0.0168999999999999	0.0269999999999999	0.0130999999999999	0.9891
0	0.0309999999999999	0.0237000000000001	0.0184000000000002	0.99005
0	-0.00519999999999998	0.000199999999999978	0.0193000000000001	0.9931
0	0.00860000000000005	0.0135999999999999	0.00370000000000004	0.9957
0	0.00739999999999996	0.0144	0.00849999999999995	0.9787
0	0.00590000000000002	0.00530000000000008	0.00300000000000011	0.98175
0	-0.0121	0	0.006	0.9852
0	-0.0125000000000001	0.00729999999999997	0.0161	0.99865
0	0.025	0.000599999999999934	0.0191999999999999	0.9988
0	-0.00940000000000007	0.004	0.014	0.9978
0	0.0021000000000001	0.00750000000000006	-0.000899999999999901	0.99595
0	0.00309999999999999	-0.00409999999999999	-0.0131999999999999	0.98965
0	-0.00900000000000001	-0.0187999999999999	-0.0278	0.9934
0	-0.0119	-0.00509999999999999	-0.0202	0.99625
0	0.0103000000000001	-0.013	-0.00869999999999993	0.9916
0	0.000599999999999934	0.00649999999999995	0.0170000000000001	0.99475
0	0.00769999999999993	-0.0137999999999999	-0.0133999999999999	0.9979
0	-0.0189	-0.0188	-0.00659999999999994	1.004
0	-0.0177999999999999	-0.0138	-0.00759999999999983	1.0076
0	0.00629999999999997	-0.00560000000000005	0.0116000000000001	1.0029
0	0.0206000000000001	0.0132	-0.00160000000000005	1.0011
0	0.00569999999999993	-0.00439999999999996	-0.0161	0.994
0	-0.0208999999999999	-0.00559999999999994	0.0051000000000001	0.9906
0	0.0169	-0.00150000000000006	-0.0048999999999999	1.00465
0	0.0322	0.00429999999999997	0.00190000000000001	1.01205
