"step (in thousands)"	"25th percentile"	"median"	"75th percentile"	"means"
0	0	0	0	0
0	0	0	0.005	0
0	3e-04	4e-04	-3e-04	0.0035
0	-0.0014	-8e-04	0.000400000000000001	0.0078
0	-0.0015	-0.000999999999999999	3e-04	0.0119
0	-0.001	-8e-04	-6e-04	0.0148
0	-0.000399999999999999	-9.99999999999994e-05	-0.000700000000000003	0.01705
0	0.0012	0.000699999999999999	0.000200000000000002	0.02015
0	0.0011	0.000299999999999998	0.000200000000000002	0.02415
0	0.0012	0.0011	-0.000400000000000001	0.02825
0	0.0012	0.00219999999999999	0.0017	0.0327
0	0.0017	0.000300000000000002	0.0011	0.04185
0	0.0017	0.000899999999999998	0	0.05385
0	5e-04	0.000299999999999995	0.000300000000000009	0.07055
0	0.0021	0.0013	0	0.08955
0	0.0049	0.00330000000000001	0.00470000000000001	0.12305
0	0.00620000000000001	0.0112	0.00750000000000001	0.1728
0	0.0093	9.9999999999989e-05	-0.00229999999999997	0.25465
0	0.0145	0.00860000000000005	-0.00919999999999999	0.3765
0	-0.0109	0.0176	0.012	0.6045
0	-0.0141	-0.0135000000000001	-0.00209999999999999	0.83055
0	-0.0232	-0.0121	-0.00819999999999987	0.95365
0	-0.0246000000000001	-0.0218	-0.0221000000000001	0.9747
0	-0.0316000000000001	-0.03	-0.00350000000000006	0.9778
0	-0.0159	0.0081	0.0136000000000001	0.98075
0	0.000600000000000045	0.0145999999999999	0.00339999999999985	0.9898
0	0.0122000000000001	0.00560000000000005	0.00259999999999994	0.9776
0	0.00859999999999994	-0.00180000000000002	0.0163000000000002	0.9761
0	-0.00209999999999999	0.00800000000000001	0.00429999999999997	0.9875
0	-0.005	0.02	-0.00729999999999986	0.9873
0	-0.00919999999999999	-0.001	0.00130000000000008	0.9905
0	-0.0152000000000001	-0.0136000000000001	-0.0105	0.985
0	-0.0207999999999999	-0.00659999999999994	-0.0146999999999999	0.9838
0	-0.0159	-0.0141	-0.00750000000000006	0.98595
0	0.00550000000000006	0.000800000000000023	0.00360000000000005	0.9918
0	0.0166000000000001	0.011	0.0182	0.9939
0	0.0221	0.0266999999999999	0.0119	0.99095
0	0.0154	0.02	-0.00409999999999999	0.9893
0	-0.0199	-0.00409999999999999	-0.00269999999999992	0.98775
0	-0.0111	-0.0131	0.000199999999999978	0.98985
0	-0.00109999999999999	-0.00330000000000008	-0.00180000000000002	0.98485
0	-0.000800000000000023	0.00609999999999999	-0.00469999999999993	0.99395
0	0.00570000000000004	0.00660000000000005	0.00409999999999999	1.0022
0	0.0159	0.0188999999999999	0.0169999999999999	0.99515
0	0.00749999999999995	0.00729999999999997	-0.000599999999999934	0.99225
0	-0.00440000000000007	-0.00970000000000004	-0.0174999999999998	0.99085
0	0.00440000000000007	0.000900000000000012	-0.0113000000000001	0.99045
0	0.00280000000000002	0.00650000000000017	0.0124	1.00385
0	0.00419999999999998	0.000299999999999967	0.00209999999999999	1.00385
0	0.00680000000000003	0.00609999999999999	0.0269999999999999	1.00345
0	-0.0115000000000001	0.00180000000000002	-0.00800000000000001	1.0074
0	-0.0205	-0.00560000000000005	0.00239999999999996	1.0024
0	0.00870000000000004	0.00229999999999997	0.00850000000000017	0.99505
0	-0.000499999999999945	-0.0158999999999999	-0.00170000000000003	0.99865
0	0.0137999999999999	0.0108999999999999	-0.00380000000000003	1.00555
0	-0.00900000000000001	-0.00739999999999985	-0.012	0.9993
0	-0.000800000000000023	-0.00409999999999999	-0.0103	0.99535
0	0.000900000000000012	-0.0151999999999999	0.000799999999999912	0.9972
0	-0.00350000000000006	-0.0126999999999999	0.00270000000000015	0.99615
0	0.00869999999999993	0.0118	0.00910000000000011	1.0015
0	0.0154	0.0113	0.0173999999999999	0.99055
0	-0.0124	-0.00209999999999999	0.00190000000000001	0.99225
0	-0.00540000000000007	-9.9999999999989e-05	-0.00449999999999995	0.99695
0	-0.005	-0.00690000000000002	0.0128999999999999	1.00275
0	0.0125	0.000800000000000134	0.00649999999999995	1.0009
0	0.0081	0.00249999999999995	-0.00229999999999997	0.99305
0	0.00649999999999995	0.00839999999999996	-0.000599999999999934	0.9963
0	0.0125	0.00539999999999996	-0.0130000000000001	0.9945
0	-0.002	-0.00740000000000007	0.00229999999999997	1.0001
0	-0.00369999999999993	-0.00180000000000002	-0.00550000000000006	0.9939
0	-0.0081	0.000900000000000012	0.00170000000000003	0.99705
0	0.00409999999999999	-0.00290000000000001	0.0188999999999999	0.99995
0	-0.00539999999999996	-0.00400000000000011	-0.00320000000000009	1.0012
0	0.017	0.006	0.0116000000000001	0.9928
0	0.01	0.00729999999999997	-0.002	1.00245
0	0.0145999999999999	0.00390000000000001	0.0112000000000001	0.99975
