"step (in thousands)"	"25th percentile"	"median"	"75th percentile"	"means"
0	0	0	0	0
0	0	0	0	0
0	0	0	0.0013	0
0	0	0	2e-04	0
0	0	0	3e-04	0
0	0	0	1e-04	0
0	0	0	9.99999999999998e-05	0
0	0	0	1e-04	0
0	0	0	1e-04	0
0	0	0	1e-04	0
0	0	0	3e-04	0
0	0	1e-04	3e-04	5e-05
0	0	1e-04	5e-04	5e-05
0	0	-2e-04	0.001	0.0014
0	2e-04	6e-04	0.002	0.0027
0	2e-04	0.0013	0.000400000000000001	0.00515
0	0.0013	0.0024	0.0014	0.0089
0	0.0232	0.0429	0.00629999999999999	0.06905
0	0.0576	0.0859	0.0339	0.14225
0	0.132	0.085	0.0436	0.2637
0	0.2065	0.0735	0.0419	0.40805
0	0.1656	0.0213	0.0091	0.53215
0	0.0725000000000001	0.00829999999999997	0.021	0.59375
0	0	0.00180000000000002	0.00730000000000008	0.6209
0	-0.011	0.000900000000000012	0.000299999999999967	0.63545
0	0.00580000000000003	0.00770000000000004	0.0125999999999999	0.64605
0	-0.00370000000000004	0.00369999999999993	0.0167	0.64665
0	-0.0137	-0.00270000000000004	0.0222	0.65485
0	-0.0226999999999999	-0.0206999999999999	0.00129999999999997	0.65335
0	-0.006	-0.00939999999999996	-0.0169	0.6629
0	-0.00640000000000007	-0.0168	-0.0192	0.6637
0	0.00580000000000003	-0.00900000000000001	-0.00290000000000001	0.6647
0	-0.0172	-0.00880000000000003	0.00770000000000004	0.6721
0	-0.00670000000000004	0.00109999999999999	0.0072000000000001	0.66915
0	0.0186000000000001	0.00670000000000004	0.01	0.67365
0	0.0101	0.00839999999999996	0.00170000000000003	0.6773
0	-0.00829999999999997	-0.00109999999999999	0.00220000000000009	0.68405
0	-0.00190000000000001	-0.000499999999999945	0.00939999999999996	0.67345
0	-0.0202	-0.00570000000000004	0.0211	0.66865
0	-0.0135999999999999	-0.006	0.00619999999999998	0.6662
0	-0.0159	-0.0152	-0.00409999999999999	0.6796
0	-0.00980000000000003	0.00870000000000004	0.00249999999999995	0.68485
0	-0.0113	0.00230000000000008	0.0125000000000001	0.68095
0	-0.0136000000000001	-0.0101	0.00229999999999997	0.68035
0	0.0125999999999999	-0.0149999999999999	-0.00980000000000003	0.6885
0	-0.0132	-0.0192	-0.00279999999999991	0.6859
0	0.000200000000000089	0.00409999999999999	-0.00409999999999999	0.68615
0	0.00290000000000001	-0.00359999999999994	-0.00470000000000004	0.692
0	-0.000600000000000045	-0.0128	-0.0105000000000001	0.6891
0	-0.0142	-0.013	-0.0183	0.6921
0	0.00170000000000003	-0.0122	-0.0227999999999999	0.6889
0	0.00800000000000001	0.00209999999999999	-0.00840000000000007	0.69485
0	-0.0115000000000001	-0.000900000000000012	-0.00470000000000004	0.69585
0	0.00679999999999992	0.00969999999999993	0.00969999999999993	0.70105
0	-0.00569999999999993	-0.00869999999999993	0	0.70885
0	0.00450000000000006	0.00329999999999997	-0.0134	0.70585
0	-0.0252	-0.0279	-0.0151	0.70495
0	-0.0212	-0.0295	0.00170000000000003	0.69935
0	-0.0112	-0.0224	-0.0129	0.7038
0	-0.0136999999999999	-0.0172000000000001	-0.0224	0.7147
0	-0.00459999999999994	0.0181	9.9999999999989e-05	0.72075
0	-0.003	0.00329999999999997	-0.00440000000000007	0.72045
0	0.00509999999999999	0.00250000000000006	-0.00150000000000006	0.71515
0	-0.002	0.0125	0.00570000000000004	0.71905
0	-0.00209999999999999	0.0125	0.0162	0.72305
0	-0.00490000000000002	-0.0127	0.0145999999999999	0.72425
0	0.0165000000000001	-0.00790000000000002	-0.00690000000000002	0.73075
0	-0.00759999999999994	0.000799999999999912	0.000900000000000012	0.7198
0	0.0125999999999999	0.0187	0.0161	0.71715
0	0.0164	0.0193	0.0133	0.71895
0	0.00640000000000007	0.0131	0.0157	0.72455
0	0.0206000000000001	0.0193	0.00119999999999998	0.71935
0	-0.00929999999999997	0.00509999999999999	0.0114	0.71285
0	0.00219999999999998	0.0175	0.0104000000000001	0.72055
0	0	0.01	0.0115000000000001	0.7335
0	0.00119999999999998	-0.00370000000000004	-0.00970000000000004	0.72455
0	0.00460000000000005	0.0156000000000001	0.0192	0.7149
0	0.0071	0.00940000000000007	0.00850000000000006	0.7158
0	0.00780000000000003	0.00319999999999998	0.00149999999999995	0.7199
0	-0.0101	0	-0.00529999999999997	0.718
0	-0.014	-0.0188	-0.00519999999999998	0.7213
0	-0.0160999999999999	-0.0119	-0.0107	0.71885
0	-0.0155999999999999	-0.00550000000000006	-0.0252	0.71975
0	-0.00329999999999997	0.000299999999999967	0.00849999999999995	0.72065
0	0.00619999999999998	-0.00270000000000004	-0.0128	0.71845
0	-0.00700000000000001	-0.0113	-0.00550000000000006	0.72015
0	0.00309999999999999	-0.00839999999999996	-0.0188999999999999	0.72
0	-0.0114	-0.0137	-0.00469999999999993	0.71695
0	-0.0155999999999999	-0.019	-0.0104	0.7191
