"step (in thousands)"	"25th percentile"	"median"	"75th percentile"	"means"
0	0	0	0	0
0	0	0	0	0
0	-0.0016	-3e-04	0.0011	0.00365
0	-0.001	0.000399999999999999	0.000900000000000001	0.0056
0	-0.000399999999999999	3e-04	3e-04	0.00855
0	8e-04	-0.000399999999999999	0.000799999999999999	0.0105
0	3e-04	-0.0012	-0.001	0.0136
0	-0.000499999999999999	-0.000900000000000001	0.0011	0.01765
0	-6e-04	-0.001	-5e-04	0.0231
0	-0.0013	-0.0011	-0.0011	0.03285
0	-0.0033	-0.0011	-0.000899999999999998	0.04755
0	-0.0024	-0.00220000000000001	-0.0019	0.0746
0	-0.000700000000000006	-0.00219999999999999	-0.0035	0.1237
0	0.0078	0.00160000000000002	-0.0048	0.1977
0	-0.00319999999999998	-0.000900000000000012	-0.0106	0.32425
0	0.00919999999999999	0.0113000000000001	-0.0288999999999999	0.57855
0	-0.0102	-0.00609999999999999	-0.00149999999999995	0.83505
0	-0.0175000000000001	-0.0152	0.0104	0.9651
0	-0.0106999999999999	-0.00629999999999997	-0.00380000000000003	0.98565
0	-0.00700000000000001	0.0142000000000001	0.0081	0.9894
0	0.00929999999999997	-0.000300000000000078	0.00609999999999999	0.97725
0	0.0128	0.006	0.0206999999999999	0.9849
0	0.00830000000000009	0.0172	0.0224	0.9774
0	0.012	0.00900000000000001	0.00659999999999994	0.9885
0	-0.0112	0.00179999999999991	0.0104	0.9874
0	0.00580000000000003	0.00670000000000004	0.0173000000000001	0.99135
0	0.0114	0.0286000000000001	0.0378000000000001	0.9914
0	0.00609999999999999	0.006	0.0225000000000002	1.004
0	0.0286000000000001	0.0106999999999999	0.0103	1.00165
0	0.0162	0.00540000000000007	0.00800000000000001	1.0011
0	0.0163	0.0132	-0.00800000000000001	1.0013
0	0.00370000000000004	-0.00679999999999992	-0.00229999999999997	0.9991
0	-0.0154	-0.00590000000000002	0.00380000000000003	0.99935
0	0.00949999999999995	0.00790000000000002	0.00770000000000004	0.99415
0	-0.00860000000000005	-0.00509999999999999	0.00239999999999996	0.98965
0	-0.0177	-0.00790000000000002	-0.00679999999999992	0.99225
0	0.0123	0.00880000000000003	0.000299999999999967	1.0012
0	-0.0115999999999999	0	-0.00429999999999997	1
0	-0.00349999999999995	-0.00480000000000014	0.0137	1.0052
0	0.004	-0.0144	-0.000600000000000156	0.9892
0	0.00440000000000007	0.00269999999999992	-0.00629999999999997	0.99405
0	0.00449999999999995	0.000299999999999967	-0.00519999999999987	0.99375
0	0.00119999999999998	-0.00630000000000008	-0.0110999999999999	1.00215
0	-0.0126999999999999	-0.00990000000000002	-0.00280000000000014	0.99535
0	-0.0136000000000001	-0.00680000000000003	-0.000499999999999945	0.9958
0	-0.0125	0.000700000000000034	0.000199999999999978	0.99955
0	0.00270000000000004	0.00480000000000014	0.0194999999999999	1.0052
0	-0.00460000000000005	0.00599999999999989	0.0104	0.9976
0	0.00719999999999998	-0.00260000000000005	-0.012	0.9907
0	-0.00659999999999994	-0.0115999999999999	-0.0272999999999999	1.0004
0	0.000900000000000012	-0.00390000000000001	-0.00189999999999979	1.00555
0	-0.0294	-0.0242	0.00539999999999985	0.9942
0	-0.0151	-0.00419999999999998	0.000499999999999945	0.9957
0	-0.00359999999999994	-0.00659999999999994	-0.0121	1.0049
0	-0.0125	-0.0159999999999999	-0.014	0.9945
0	-0.00160000000000005	-0.0104	0.00529999999999986	1.0051
0	-0.0091	-0.00769999999999993	-0.00120000000000009	0.99845
0	-0.0178999999999999	-0.0236999999999999	-0.0081	0.99915
0	-0.0201	-0.0149000000000001	-0.0148999999999999	0.99575
0	0.00239999999999996	-0.00770000000000004	0.00839999999999996	0.99785
0	-0.000700000000000034	-0.00350000000000006	0.00390000000000001	1.00145
0	0.0176000000000001	0.0158	0.0216999999999998	0.9957
0	0.0355	0.0184000000000001	0.00439999999999996	0.996
0	0.00790000000000002	0.00900000000000001	-0.00120000000000009	0.9918
0	0.00979999999999992	0.006	0.002	0.9872
0	0.0166999999999999	-0.000499999999999945	0.00219999999999998	0.99275
0	-0.000900000000000012	0.00129999999999997	-0.00690000000000013	0.99835
0	-0.00819999999999999	-0.00239999999999996	0.00530000000000008	1.0065
0	0.000299999999999967	-0.000499999999999945	-0.00130000000000008	1.00945
0	0.00390000000000001	-0.00299999999999989	-0.00859999999999994	1.0075
0	0.0211	-0.00239999999999996	-0.000599999999999934	0.9971
0	0.00139999999999996	0.00660000000000005	0.00439999999999996	0.9922
0	-0.0131	-0.00859999999999994	0.000499999999999945	0.9984
0	0.0117	0.00840000000000007	0.004	1.0014
0	-0.00180000000000002	-0.00550000000000006	-0.00740000000000007	1.00855
0	-0.024	-0.0162999999999999	-0.0146999999999999	1.00265
0	-0.0109	0.00409999999999999	-0.0133000000000001	0.99285
0	-0.00479999999999992	0.000399999999999956	0.00739999999999985	1.0016
0	-0.0126000000000001	-0.00919999999999999	0.00529999999999986	1.0017
0	-0.00829999999999997	0.0193	-0.00150000000000006	1.00225
0	0.006	0.000300000000000189	-0.0168000000000001	1.00095
0	0.00360000000000005	0.00330000000000008	-0.00490000000000013	1.00345
0	-0.0153	-0.00819999999999999	0.002	1.0073
0	-0.0192	-0.00360000000000005	-0.00570000000000004	1.0079
0	-0.00649999999999995	-0.00849999999999995	0.0141	0.99865
0	0.000399999999999956	-0.0112000000000001	-0.00189999999999979	0.996
0	-0.0125000000000001	-0.00700000000000001	-0.00490000000000013	0.9939
0	-0.00730000000000008	-0.00670000000000004	-0.0163	0.99655
