steps,total reward,episodes
10000,-1521.0,173
20000,-861.0,302
30000,-765.0,417
40000,-676.0,533
50000,-731.0,660
60000,-505.0,749
70000,-654.0,865
80000,-515.0,966
90000,-714.0,1088
100000,-620.0,1205
