steps,total reward,episodes
10000,-0.8100000000000005,81
20000,-0.6700000000000004,148
30000,-0.5000000000000002,198
40000,-0.5300000000000002,251
50000,-0.5500000000000003,306
60000,-0.5900000000000003,365
70000,-0.45000000000000023,410
80000,-0.4200000000000002,452
90000,-0.48000000000000026,500
100000,-0.35000000000000014,535
