steps,episodes,total reward
10000,148,1.0
20000,287,0.0
30000,423,3.0
40000,555,6.0
50000,694,7.0
60000,864,6.0
70000,1017,10.0
80000,1154,16.0
90000,1307,27.0
100000,1440,11.0
