steps,total reward,episodes
10000,34.0,138
20000,154.0,394
30000,207.0,711
40000,235.0,1047
50000,232.0,1409
60000,219.0,1724
70000,225.0,2046
80000,238.0,2367
90000,231.0,2700
100000,201.0,3011
