steps,total reward,episodes
10000,5.0,139
20000,51.0,277
30000,133.0,487
40000,313.0,890
50000,354.0,1316
60000,354.0,1735
70000,335.0,2144
80000,354.0,2570
90000,345.0,2985
100000,351.0,3414
