episodes,steps,total reward
265,10000,6.0
446,20000,7.0
605,30000,26.0
784,40000,10.0
920,50000,8.0
1103,60000,7.0
1280,70000,23.0
1453,80000,39.0
1658,90000,66.0
1831,100000,13.0
