steps,episodes,total reward
10000,188,3.0
20000,425,9.0
30000,719,17.0
40000,1018,26.0
50000,1340,43.0
60000,1606,38.0
70000,1933,37.0
80000,2264,70.0
90000,2670,79.0
100000,2992,64.0
