steps,total reward,episodes
10000,8.0,187
20000,90.0,503
30000,81.0,757
40000,85.0,1055
50000,91.0,1348
60000,62.0,1575
70000,77.0,1825
80000,80.0,2096
90000,122.0,2400
100000,71.0,2656
