total reward,episodes,steps
0.0,128,10000
39.0,265,20000
138.0,491,30000
158.0,722,40000
165.0,973,50000
158.0,1213,60000
168.0,1459,70000
171.0,1720,80000
182.0,1964,90000
184.0,2228,100000
