total reward,episodes,steps
18.0,192,10000
34.0,302,20000
50.0,422,30000
45.0,545,40000
66.0,682,50000
80.0,833,60000
90.0,989,70000
99.0,1149,80000
138.0,1354,90000
185.0,1616,100000
