episodes,total reward,steps
1,1.0,10000
1,0.0,20000
2,1.0,30000
2,0.0,40000
2,0.0,50000
2,0.0,60000
2,0.0,70000
3,1.0,80000
3,0.0,90000
3,0.0,100000
5,2.0,110000
7,2.0,120000
9,2.0,130000
14,5.0,140000
21,7.0,150000
27,6.0,160000
34,7.0,170000
39,5.0,180000
54,15.0,190000
65,11.0,200000
78,13.0,210000
92,14.0,220000
109,17.0,230000
131,22.0,240000
155,24.0,250000
181,26.0,260000
210,29.0,270000
247,37.0,280000
280,33.0,290000
322,42.0,300000
365,43.0,310000
421,56.0,320000
500,79.0,330000
595,95.0,340000
691,96.0,350000
771,80.0,360000
865,94.0,370000
961,96.0,380000
1061,100.0,390000
1157,96.0,400000
1255,98.0,410000
1357,102.0,420000
1461,104.0,430000
1540,79.0,440000
1644,104.0,450000
1744,100.0,460000
1848,104.0,470000
1951,103.0,480000
2057,106.0,490000
2160,103.0,500000
2267,107.0,510000
2363,96.0,520000
2465,102.0,530000
2562,97.0,540000
2660,98.0,550000
2742,82.0,560000
2846,104.0,570000
2947,101.0,580000
3047,100.0,590000
3152,105.0,600000
3250,98.0,610000
3356,106.0,620000
3453,97.0,630000
3557,104.0,640000
3659,102.0,650000
3759,100.0,660000
3861,102.0,670000
3942,81.0,680000
4027,85.0,690000
4107,80.0,700000
4204,97.0,710000
4306,102.0,720000
4402,96.0,730000
4508,106.0,740000
4612,104.0,750000
4706,94.0,760000
4811,105.0,770000
4917,106.0,780000
5020,103.0,790000
5128,108.0,800000
5231,103.0,810000
5336,105.0,820000
5440,104.0,830000
5544,104.0,840000
5650,106.0,850000
5745,95.0,860000
5851,106.0,870000
5958,107.0,880000
6064,106.0,890000
6170,106.0,900000
6279,109.0,910000
6384,105.0,920000
6491,107.0,930000
6595,104.0,940000
6702,107.0,950000
6807,106.0,960000
6912,104.0,970000
7018,106.0,980000
7125,107.0,990000
7232,107.0,1000000
7338,106.0,1010000
7445,107.0,1020000
7552,107.0,1030000
7658,106.0,1040000
7765,107.0,1050000
7871,106.0,1060000
7977,106.0,1070000
8084,107.0,1080000
8191,107.0,1090000
8295,104.0,1100000
8401,106.0,1110000
8506,105.0,1120000
8612,106.0,1130000
8718,106.0,1140000
8824,106.0,1150000
8928,104.0,1160000
9033,105.0,1170000
9141,108.0,1180000
9245,104.0,1190000
9351,106.0,1200000
9456,105.0,1210000
9563,107.0,1220000
9669,106.0,1230000
9774,105.0,1240000
9879,105.0,1250000
9987,108.0,1260000
10094,107.0,1270000
10200,106.0,1280000
10299,99.0,1290000
10406,107.0,1300000
10513,107.0,1310000
10618,105.0,1320000
10725,107.0,1330000
10820,95.0,1340000
10928,108.0,1350000
11033,105.0,1360000
11138,105.0,1370000
11243,105.0,1380000
11348,105.0,1390000
11455,107.0,1400000
11558,103.0,1410000
11665,107.0,1420000
11771,106.0,1430000
11876,105.0,1440000
11983,107.0,1450000
12088,105.0,1460000
12194,106.0,1470000
12298,104.0,1480000
12406,108.0,1490000
12510,104.0,1500000
12615,105.0,1510000
12721,106.0,1520000
12828,107.0,1530000
12932,104.0,1540000
13039,107.0,1550000
13146,107.0,1560000
13252,106.0,1570000
13358,106.0,1580000
13465,107.0,1590000
13570,105.0,1600000
13677,107.0,1610000
13781,104.0,1620000
13887,106.0,1630000
13992,105.0,1640000
14094,102.0,1650000
14202,108.0,1660000
14309,107.0,1670000
14417,108.0,1680000
14522,105.0,1690000
14629,107.0,1700000
14736,107.0,1710000
14845,109.0,1720000
14949,104.0,1730000
15054,105.0,1740000
15160,106.0,1750000
15266,106.0,1760000
15374,108.0,1770000
15480,106.0,1780000
15584,104.0,1790000
15691,107.0,1800000
15796,105.0,1810000
15902,106.0,1820000
16008,106.0,1830000
16115,107.0,1840000
16220,105.0,1850000
16326,106.0,1860000
16434,108.0,1870000
16540,106.0,1880000
16637,97.0,1890000
16741,104.0,1900000
16848,107.0,1910000
16954,106.0,1920000
17060,106.0,1930000
17167,107.0,1940000
17271,104.0,1950000
17373,102.0,1960000
17478,105.0,1970000
17585,107.0,1980000
17690,105.0,1990000
17797,107.0,2000000
