episodes,steps,total reward
220,10000,36.0
478,20000,31.0
929,30000,103.0
1255,40000,43.0
1745,50000,118.0
2290,60000,126.0
2744,70000,92.0
3239,80000,84.0
3763,90000,121.0
4164,100000,77.0
