episodes,total reward,steps
259,7.0,10000
484,8.0,20000
692,5.0,30000
944,7.0,40000
1229,20.0,50000
1459,10.0,60000
1700,9.0,70000
1916,14.0,80000
2141,3.0,90000
2376,12.0,100000
