steps,total reward,episodes
10000,27.0,122
20000,25.0,241
30000,33.0,376
40000,43.0,529
50000,40.0,687
60000,66.0,891
70000,59.0,1090
80000,50.0,1271
90000,50.0,1434
100000,50.0,1593
