steps,episodes,total reward
10000,140,33.0
20000,349,92.0
30000,675,204.0
40000,1026,245.0
50000,1365,233.0
60000,1726,273.0
70000,2036,221.0
80000,2408,273.0
90000,2761,261.0
100000,3116,276.0
