steps,total reward,episodes
10000,8.0,192
20000,24.0,422
30000,10.0,690
40000,47.0,964
50000,41.0,1211
60000,29.0,1460
70000,30.0,1725
80000,36.0,1980
90000,61.0,2314
100000,49.0,2619
