steps,total reward,episodes
10000,23.0,102
20000,204.0,383
30000,351.0,833
40000,353.0,1284
50000,364.0,1730
60000,371.0,2188
70000,366.0,2652
80000,362.0,3117
90000,351.0,3577
100000,356.0,4037
