steps,episodes,total reward
10000,177,5.0
20000,321,10.0
30000,497,15.0
40000,667,26.0
50000,883,47.0
60000,1135,72.0
70000,1395,92.0
80000,1629,73.0
90000,1808,49.0
100000,2026,60.0
