steps,episodes,total reward
10000,91,13.0
20000,374,220.0
30000,816,350.0
40000,1266,368.0
50000,1733,370.0
60000,2205,351.0
70000,2654,359.0
80000,3105,359.0
90000,3549,369.0
100000,4004,362.0
