steps,total reward,episodes
10000,22.0,185
20000,30.0,321
30000,45.0,438
40000,55.0,578
50000,53.0,716
60000,46.0,834
70000,97.0,1022
80000,83.0,1185
90000,127.0,1393
100000,129.0,1606
